ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
82384,200-ZW-T30,FPQ-6483,SO-39520,DN-2224,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,2011-05-31,2011-06-30,2011-06-30,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,35000,148750.0,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,4428.06,4428.06,320.7
82385,105-GY-T30,FPQ-7621,SO-39720,DN-2231,Guyana,PMO - US,From RDC,N/A - From RDC,Air,5/4/11,N/A - From RDC,2011-10-27,2011-06-15,2011-06-15,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,1043,4964.68,4.76,0.05,"Aurobindo Unit III, India",Yes,4398.32,4398.32,8.19
82387,151-NG-T30,FPQ-7217,SO-39850,DN-2245,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,N/A - From RDC,2011-06-15,2011-07-06,2011-07-06,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1280,12403.2,9.69,0.11,"Aurobindo Unit III, India",Yes,13398.06,13398.06,20.47
82388,110-ZM-T30,FPQ-7233,SO-39040,DN-2273,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/1/11,N/A - From RDC,2011-08-15,2011-08-05,2011-08-05,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,20000,36000.0,1.8,0.01,"Aurobindo Unit III, India",Yes,3949.19,3949.19,59.4
82389,113-ZW-T30,FPQ-6470,SO-37841,DN-2282,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,2011-08-15,2011-08-11,2011-08-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,51722,278264.36,5.38,0.09,"Cipla, Goa, India",Yes,16064.09,16064.09,599.94
82390,200-ZW-T30,FPQ-6483,SO-38901,DN-2288,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,2011-09-30,2011-08-04,2011-08-04,ARV,Pediatric,SCMS from RDC,"Didanosine 125mg, delayed-release capsules, 30 Caps",Didanosine,Generic,125mg,Delayed-release capsules,30,124,1054.0,8.5,0.28,"Aurobindo Unit III, India",Yes,940.23,940.23,2.27
82391,110-ZM-T30,FPQ-7233,SO-39031,DN-2289,Zambia,PMO - US,From RDC,N/A - From RDC,Air,3/1/11,N/A - From RDC,2011-08-15,2011-07-18,2011-07-18,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10015,109363.8,10.92,0.36,Mylan (formerly Matrix) Nashik,Yes,3798.73,3798.73,180.45
82392,114-UG-T30,FPQ-7162,SO-38801,DN-2297,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,N/A - From RDC,2011-08-05,2011-08-05,2011-08-05,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,451,1132.01,2.51,0.04,"Strides, Bangalore, India.",Yes,3865.63,3865.63,1.87
82393,114-UG-T30,FPQ-7162,SO-38820,DN-2298,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,N/A - From RDC,2011-07-29,2011-08-02,2011-08-02,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15107,124783.82,8.26,0.14,"Aurobindo Unit III, India",Yes,10928.52,10928.52,205.89
82394,113-ZW-T30,FPQ-6470,SO-37843,DN-2300,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,2011-09-06,2011-09-05,2011-09-05,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10114,87283.82,8.63,0.29,Mylan (formerly Matrix) Nashik,Yes,4969.87,4969.87,188.18
82395,104-CI-T30,FPQ-7659,SO-40121,DN-2304,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,N/A - From RDC,2011-09-27,2011-09-12,2011-09-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,160058,1795850.76,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,60432.88,60432.88,2963.15
82397,111-MZ-T30,FPQ-7053,SO-40180,DN-2317,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,2011-11-02,2011-11-02,2011-11-02,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,119098,1336279.56,11.22,0.19,"Aurobindo Unit III, India",Yes,11969.68,11969.68,2204.86
82398,114-UG-T30,FPQ-8048,SO-40210,DN-2327,Uganda,PMO - US,From RDC,N/A - From RDC,Air,7/13/11,N/A - From RDC,2011-11-03,2011-08-21,2011-08-21,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2447,15709.74,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,1812.94,1812.94,25.92
82399,114-UG-T30,FPQ-7166,SO-38871,DN-2334,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/11/11,N/A - From RDC,2011-08-31,2011-09-14,2011-09-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,11326,22085.7,1.95,0.01,"Aurobindo Unit III, India",Yes,24213.81,24213.81,36.44
82401,104-CI-T30,FPQ-7659,SO-40122,DN-2339,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,N/A - From RDC,2011-10-12,2011-10-12,2011-10-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,12169,136536.18,11.22,0.19,"Aurobindo Unit III, India",Yes,21397.38,21397.38,225.28
82402,105-GY-T30,FPQ-8023,SO-40440,DN-2348,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/19/11,N/A - From RDC,2011-10-18,2011-10-03,2011-10-03,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,726,5096.52,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,3127.35,3127.35,8.41
82403,151-NG-T30,FPQ-7812,SO-39994,DN-2353,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4300,10019.0,2.33,0.04,"Aurobindo Unit III, India",Yes,18495.9,18495.9,16.53
82404,151-NG-T30,FPQ-7812,SO-39997,DN-2356,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,115089,1127872.2,9.8,0.33,Mylan (formerly Matrix) Nashik,Yes,18495.9,18495.9,1860.99
82405,151-NG-T30,FPQ-7812,SO-39998,DN-2358,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3446,28463.96,8.26,0.14,Mylan (formerly Matrix) Nashik,Yes,18495.9,18495.9,46.97
82406,151-NG-T30,FPQ-7812,SO-39998,DN-2358,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,61567,508543.42,8.26,0.14,"Aurobindo Unit III, India",No,18495.9,18495.9,839.1
82407,901-SZ-T30,FPQ-8360,SO-40590,DN-2360,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/2/11,N/A - From RDC,2011-09-30,2011-09-15,2011-09-15,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4224,61797.12,14.63,0.24,Mylan (formerly Matrix) Nashik,Yes,3134.82,3134.82,101.97
82408,901-SZ-T30,FPQ-8360,SO-40590,DN-2360,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/2/11,N/A - From RDC,2011-09-30,2011-09-15,2011-09-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10900,122298.0,11.22,0.19,"Aurobindo Unit III, India",No,3134.82,3134.82,201.79
82409,106-HT-T30,FPQ-6801,SO-38215,DN-2370,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/14/10,N/A - From RDC,2011-10-31,2011-10-10,2011-10-10,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1292,2519.4,1.95,0.01,"Aurobindo Unit III, India",Yes,5324.69,5324.69,4.16
82410,900-SZ-T30,FPQ-8417,SO-40680,DN-2379,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/14/11,N/A - From RDC,2011-10-06,2011-10-11,2011-10-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,30000,246900.0,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,7168.8,7168.8,407.38
82411,114-UG-T30,FPQ-7166,SO-38872,DN-2382,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/11/11,N/A - From RDC,2011-10-30,2011-11-01,2011-11-01,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,13993,27286.35,1.95,0.01,"Aurobindo Unit III, India",Yes,27823.07,27823.07,45.02
82412,109-TZ-T30,FPQ-7675,SO-39753,DN-2386,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,5/18/11,N/A - From RDC,2011-11-29,2011-11-29,2011-11-29,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,4163,82926.96,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,2367.4,2367.4,136.83
82413,111-MZ-T30,FPQ-7053,SO-38642,DN-2392,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,2011-12-14,2011-12-14,2011-12-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,26337,51357.15,1.95,0.01,"Aurobindo Unit III, India",Yes,6888.32,6888.32,84.74
82414,151-NG-T30,FPQ-7812,SO-40722,DN-2394,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-12-05,2011-10-14,2011-10-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24346,190385.72,7.82,0.26,Mylan (formerly Matrix) Nashik,Yes,21326.73,21326.73,314.14
82415,151-NG-T30,FPQ-7812,SO-40723,DN-2395,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,2011-12-05,2011-10-13,2011-10-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,105160,1179895.2,11.22,0.19,"Aurobindo Unit III, India",Yes,21326.73,21326.73,1946.83
82416,111-MZ-T30,FPQ-7053,SO-38637,DN-2414,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,2012-01-25,2012-01-25,2012-01-25,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2930,5713.5,1.95,0.01,"Aurobindo Unit III, India",Yes,2779.53,2779.53,9.43
82417,104-CI-T30,FPQ-8295,SO-40780,DN-2421,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/11,N/A - From RDC,2011-12-15,2011-11-19,2011-11-19,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8100,18873.0,2.33,0.04,"Aurobindo Unit III, India",Yes,3296.34,3296.34,31.14
82418,110-ZM-T30,FPQ-7667,SO-40241,DN-2423,Zambia,PMO - US,From RDC,N/A - From RDC,Ocean,7/26/11,N/A - From RDC,2012-01-10,2011-11-28,2011-11-28,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,12861,25078.95,1.95,0.01,"Aurobindo Unit III, India",Yes,4075.1,4075.1,41.38
82419,111-MZ-T30,FPQ-8157,SO-40320,DN-2425,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,N/A - From RDC,2011-12-14,2011-12-14,2011-12-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,107325,1204186.5,11.22,0.19,"Aurobindo Unit VII, IN",Yes,11291.75,11291.75,1986.91
82422,151-NG-T30,FPQ-8364,SO-40652,DN-2454,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-03-02,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4700,10951.0,2.33,0.04,"Aurobindo Unit III, India",Yes,15322.73,15322.73,18.07
82423,151-NG-T30,FPQ-8364,SO-40653,DN-2455,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-03-02,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,5950,53371.5,8.97,0.3,"Aurobindo Unit III, India",Yes,15322.73,15322.73,88.06
82424,104-CI-T30,FPQ-8295,SO-40791,DN-2459,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/11,N/A - From RDC,2012-02-06,2012-02-06,2012-02-06,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,3765,56475.0,15.0,0.25,"Aurobindo Unit III, India",Yes,12102.81,12102.81,93.18
82425,151-NG-T30,FPQ-8364,SO-40654,DN-2462,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-03-02,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,60000,154800.0,2.58,0.04,Hetero Unit III Hyderabad IN,Yes,15322.73,15322.73,255.42
82426,151-NG-T30,FPQ-8364,SO-40661,DN-2465,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-03-16,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9887,110932.14,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,15322.73,15322.73,183.04
82427,104-CI-T30,FPQ-8363,SO-40831,DN-2469,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-04-27,2012-02-08,2012-02-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14081,116309.06,8.26,0.14,"Aurobindo Unit III, India",Yes,24940.97,24940.97,191.91
82428,151-NG-T30,FPQ-8364,SO-40663,DN-2475,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,2012-03-16,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,43441,357519.43,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,15322.7,15322.7,589.91
82429,101-CD-T30,FPQ-9015,SO-41230,DN-2478,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,12/12/11,N/A - From RDC,2011-12-27,2012-01-03,2012-01-03,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1500,12390.0,8.26,0.14,"Aurobindo Unit III, India",Yes,1182.25,1182.25,17.37
82431,110-ZM-T30,FPQ-7085,SO-38740,DN-2487,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2/3/11,N/A - From RDC,2012-01-30,2012-01-20,2012-01-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13836,34728.36,2.51,0.04,"Aurobindo Unit VII, IN",Yes,6476.7,6476.7,57.3
82432,101-CD-T30,FPQ-8840,SO-41131,DN-2493,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,97,801.22,8.26,0.14,"Aurobindo Unit III, India",Yes,456.17,456.17,1.12
82433,101-CD-T30,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16,41.28,2.58,0.04,"Strides, Bangalore, India.",Yes,456.18,456.18,0.06
82435,101-CD-T30,FPQ-8840,SO-41135,DN-2497,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,28,308.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,912.36,912.36,0.43
82436,101-CD-T30,FPQ-8840,SO-41138,DN-2500,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-02-10,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1176,12936.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,1824.72,1824.72,18.14
82437,101-CD-T30,FPQ-8840,SO-41138,DN-2500,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-02-10,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,147,4959.78,33.74,0.28,"Aurobindo Unit III, India",No,1824.72,1824.72,6.95
82438,101-CD-T30,FPQ-8840,SO-41138,DN-2500,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-02-10,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,341,879.78,2.58,0.04,"Strides, Bangalore, India.",No,1824.72,1824.72,1.23
82439,101-CD-T30,FPQ-8840,SO-41142,DN-2506,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,913,6409.26,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,2460.79,2460.79,8.99
82440,101-CD-T30,FPQ-8840,SO-41143,DN-2507,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-04-11,2012-04-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1029,7223.58,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,3436.14,3436.14,10.13
82441,101-CD-T30,FPQ-8840,SO-41145,DN-2509,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-04-13,2012-04-13,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,98,687.96,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,1418.01,1418.01,0.96
82442,101-CD-T30,FPQ-8840,SO-41146,DN-2510,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-03-23,2012-03-23,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,20,121.6,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,1524.5,1524.5,0.17
82443,101-CD-T30,FPQ-8840,SO-41148,DN-2512,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,103,626.24,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,5636.3,5636.3,0.88
82444,110-ZM-T30,FPQ-7767,SO-40270,DN-2513,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/11,N/A - From RDC,2012-02-28,2012-02-17,2012-02-17,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,27452,412878.08,15.04,0.25,Mylan (formerly Matrix) Nashik,Yes,11292.05,11292.05,681.25
82445,111-MZ-T30,FPQ-8157,SO-40310,DN-2517,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,N/A - From RDC,2012-02-15,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2870,7031.5,2.45,0.04,"Aurobindo Unit VII, IN",Yes,4313.33,4313.33,11.6
82446,101-CD-T30,FPQ-8840,SO-41380,DN-2522,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-22,2012-03-22,2012-03-22,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6,13.98,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,522.42,522.42,0.02
82447,101-CD-T30,FPQ-8840,SO-41382,DN-2530,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,2012-03-22,2012-03-22,2012-03-22,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20,46.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,491.43,491.43,0.07
82448,110-ZM-T30,FPQ-8759,SO-41121,DN-2532,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/6/11,N/A - From RDC,2012-04-27,2012-02-17,2012-02-17,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,7548,110427.24,14.63,0.24,Mylan (formerly Matrix) Nashik,Yes,11292.05,11292.05,154.82
82449,109-TZ-T30,FPQ-8303,SO-40500,DN-2540,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,N/A - From RDC,2012-03-15,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,18732,41959.68,2.24,0.07,"Aurobindo Unit III, India",Yes,1698.83,1698.83,69.23
